name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Hilton,77.33,61.33,50.33,78.67,74.33,44.33,59.67,38.0,47.33,75.67,73.33,62.33,59.67,58.0,73.5,60.0,54.33,86.33,62.67,75.33,50.33,75.67,83.33,38.67,61.0,63.33,79.67,77.83,75.17,11.33,6.33,10.33,11.33,12.33,def
Daniel Congre,71.6,71.4,24.6,72.0,72.6,25.6,64.6,31.6,22.6,66.6,71.4,60.4,65.6,59.2,59.4,61.0,40.6,67.0,70.6,80.0,25.6,74.2,71.4,50.6,54.6,23.6,72.4,75.6,73.6,10.6,9.6,8.6,10.6,6.6,def
Laurent Pionnier,69.83,17.67,16.33,15.0,23.67,17.67,15.0,20.33,16.33,31.67,21.67,44.0,44.0,41.0,57.67,50.0,21.67,71.0,45.0,58.0,15.0,33.67,21.67,15.67,40.67,21.33,15.0,18.33,15.67,72.67,69.17,67.5,73.67,69.0,gk
Anthony Mounier,77.23,81.69,71.77,65.15,76.54,65.46,77.23,80.62,76.62,71.15,75.38,83.46,84.69,80.69,77.69,78.0,75.23,61.23,80.69,64.54,68.69,58.08,38.54,74.38,73.77,71.69,37.0,30.85,27.69,8.69,15.69,7.69,8.69,15.69,for
Souleymane Camara,70.67,71.5,70.5,69.5,74.5,73.5,69.5,54.5,53.5,58.5,75.17,67.0,65.5,73.5,68.5,75.0,76.5,68.0,49.5,63.5,73.5,64.5,50.5,69.5,63.5,72.5,50.5,50.5,45.5,7.5,10.5,13.5,13.5,9.5,for
Geoffrey Jourdren,75.75,18.5,19.0,17.5,34.5,17.5,17.5,17.5,18.0,35.5,23.5,47.0,51.0,54.0,70.5,38.0,21.5,68.0,37.0,56.0,17.5,22.5,21.5,19.0,28.5,22.0,19.0,20.0,19.0,79.25,73.0,65.0,75.5,80.0,gk
Djamel Bakar,70.0,51.33,71.67,63.67,58.33,67.67,72.67,73.67,58.33,48.33,70.33,79.0,77.67,76.67,70.67,80.0,74.67,73.33,64.67,59.67,73.67,48.33,42.33,65.67,58.33,62.33,23.0,23.0,20.33,7.33,15.33,12.33,12.33,11.33,for
Joris Steve Marveaux,71.5,59.5,39.5,66.5,73.5,33.5,61.5,52.5,39.5,69.5,70.5,50.5,54.5,63.0,69.5,71.0,66.5,72.0,69.67,70.33,65.5,72.0,72.5,62.5,70.5,64.5,70.83,72.5,71.17,7.5,7.5,12.5,9.5,5.5,mid
Jamel Saihi,72.75,50.5,42.5,62.5,79.0,42.5,65.5,54.5,61.5,76.25,73.75,50.5,64.0,64.5,71.5,63.0,68.5,60.0,65.0,65.0,60.5,78.5,70.5,58.5,73.5,62.5,70.75,72.75,67.25,11.5,10.5,14.5,12.5,14.5,mid
Mustapha Yatabare,71.67,65.0,72.0,73.67,64.0,60.33,71.0,52.0,45.67,60.67,71.67,68.0,73.0,67.0,66.67,51.33,77.67,71.67,67.0,78.0,68.67,70.33,20.67,72.0,58.67,68.0,20.33,18.33,16.33,6.67,11.67,15.67,9.67,9.67,for
