name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Joao Moutinho,83.0,78.0,72.67,68.0,86.0,77.0,81.0,82.0,79.0,83.0,84.0,76.33,67.67,82.67,83.33,84.33,76.67,81.0,91.0,58.67,81.67,77.0,75.0,78.0,84.0,70.0,67.0,75.0,68.0,13.0,15.0,15.0,13.0,13.0,mid
Nabil Dirar,74.6,76.6,64.6,46.6,76.6,61.6,81.6,71.6,61.6,66.6,78.6,81.2,84.0,79.2,67.4,65.0,69.6,74.0,73.4,77.2,67.6,63.6,43.6,67.6,64.0,51.6,42.6,32.6,31.6,5.6,7.6,7.6,14.6,12.6,mid
Jeremy Toulalan,82.0,68.0,27.0,70.0,82.0,27.0,69.0,53.0,56.0,81.0,79.0,53.33,51.0,55.67,81.0,64.0,78.0,69.67,88.0,79.0,72.0,82.0,87.33,68.0,79.0,56.0,68.0,87.67,75.0,12.0,6.0,15.0,5.0,7.0,mid
Fabinho,75.29,77.57,53.86,69.86,71.86,27.29,70.86,69.43,44.29,69.29,75.86,75.86,76.43,69.14,72.86,62.57,68.29,70.0,80.0,75.43,50.43,79.86,73.57,63.71,60.29,49.71,74.29,76.86,75.14,12.29,11.29,5.29,7.29,7.29,mid
Ivan Cavaleiro,73.2,71.4,64.8,60.2,68.4,62.2,79.8,72.2,53.4,59.2,77.0,84.0,87.0,76.0,74.2,73.0,77.2,49.0,68.0,63.0,59.8,68.2,36.2,73.2,66.6,73.2,24.2,45.2,31.2,12.2,14.2,11.2,8.2,12.2,mid
Fares Bahlouli,65.73,56.55,57.18,61.27,63.09,53.18,77.82,59.36,54.18,53.27,73.55,76.73,78.09,77.64,55.64,71.55,75.18,65.0,62.64,78.0,46.91,52.36,36.91,64.36,61.18,65.45,30.91,46.0,36.64,6.18,9.18,10.18,7.18,7.18,mid
Mario Pasalic,71.33,67.67,70.67,59.67,75.67,59.67,64.67,64.67,56.67,70.33,72.67,64.0,65.0,66.0,75.67,54.0,76.67,69.0,70.0,73.0,74.67,75.67,69.33,71.67,72.0,60.67,66.67,64.0,61.0,10.67,12.67,12.67,12.67,13.67,mid
Tiemoue Bakayoko,71.25,53.5,38.5,69.25,75.5,35.5,63.0,48.5,36.5,65.5,69.5,68.5,70.25,66.0,69.0,62.0,64.5,74.0,71.0,76.0,46.5,72.5,73.25,56.5,67.5,44.5,68.5,73.5,70.5,10.5,14.5,10.5,13.5,9.5,mid
Bernardo Silva,75.0,66.2,65.4,50.2,75.6,64.2,80.8,74.2,58.8,70.2,76.8,84.6,78.4,85.0,77.0,81.8,64.2,53.0,69.4,47.8,57.2,57.2,45.4,70.2,74.4,63.2,41.4,40.6,34.2,8.2,9.2,13.2,11.2,8.2,mid
Adama Traore,62.67,50.67,41.5,48.33,69.33,37.33,66.67,37.0,31.0,64.33,68.67,73.67,73.33,63.0,62.5,66.0,50.33,60.67,57.0,58.67,48.0,67.33,57.83,57.67,61.17,52.33,56.83,58.17,54.0,7.33,10.33,8.33,8.33,12.33,mid
