name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Renaud Cohade,74.5,70.0,67.5,67.5,80.0,65.0,73.5,70.5,72.0,81.5,76.0,66.5,67.5,70.0,73.0,72.0,72.0,70.0,73.0,70.0,72.5,73.5,67.5,65.5,75.5,78.0,67.5,70.0,61.0,5.5,15.5,15.5,14.5,8.5,mid
Francois Clerc,72.75,77.75,42.75,71.75,72.75,52.5,64.75,65.75,51.75,65.75,72.75,65.0,64.75,69.0,71.75,55.0,56.75,73.0,71.75,76.0,59.75,76.75,74.0,55.75,66.75,58.75,74.5,76.25,74.5,8.75,11.75,8.75,6.75,13.75,def
Jonathan Brison,70.4,73.0,53.8,66.8,72.8,60.8,63.6,68.8,65.8,69.4,71.4,73.6,68.6,68.0,67.2,72.0,65.8,67.0,70.8,67.6,56.8,72.2,63.8,67.2,70.8,37.8,74.4,73.2,70.8,15.8,12.8,7.8,14.8,10.8,def
Loic Perrin,80.4,69.0,60.8,82.0,74.0,44.0,62.0,54.2,51.0,77.0,74.0,68.2,74.0,60.2,78.0,73.0,74.8,79.0,75.0,76.6,67.0,78.6,84.0,56.0,63.0,68.0,83.6,84.4,81.4,6.0,7.0,12.0,11.0,14.0,def
Jeremy Clement,76.75,63.0,56.0,69.0,77.0,52.0,61.0,51.0,54.0,74.75,70.0,52.0,54.0,67.0,74.0,68.0,71.0,75.75,82.0,76.75,67.25,81.25,80.0,49.0,69.0,64.0,79.75,80.0,75.75,15.0,10.0,14.0,9.0,16.0,mid
Benoit Assou-Ekotto,76.0,77.0,40.0,60.0,76.0,57.0,75.0,73.0,78.0,71.0,77.0,80.0,81.0,74.0,72.0,78.0,82.0,73.0,75.0,77.0,67.0,82.0,75.0,60.0,63.0,57.0,79.0,80.0,77.0,7.0,16.0,12.0,16.0,14.0,def
Kevin Monnet-Paquet,73.14,75.0,70.71,62.71,73.86,68.14,75.86,73.29,52.29,61.86,73.57,81.71,82.86,77.29,67.14,69.29,73.14,61.14,71.71,71.57,63.57,57.43,43.71,70.86,70.57,53.71,39.71,38.86,41.29,9.71,5.71,8.71,5.71,15.71,for
Stephane Ruffier,83.0,15.67,15.67,16.33,33.0,17.0,16.33,19.67,16.33,34.0,18.67,55.0,54.0,54.0,76.33,55.0,21.0,72.0,37.0,76.0,15.67,31.0,25.0,16.33,41.0,25.0,15.67,16.33,15.67,82.67,81.0,77.0,83.0,86.0,gk
Mustapha Bayal Sall,77.0,51.5,52.5,77.5,61.5,56.5,49.0,58.5,60.5,57.5,58.5,51.0,53.0,30.5,70.0,40.0,64.0,64.0,72.0,94.0,56.5,86.0,77.5,45.5,53.5,53.5,79.5,81.0,73.5,14.5,6.5,13.5,15.5,11.5,def
Fabien Lemoine,75.0,70.5,57.5,66.5,81.0,64.0,71.0,59.5,54.5,74.5,74.5,66.0,61.5,73.5,75.0,78.0,75.0,72.0,82.0,69.0,74.5,82.5,75.5,58.5,78.0,57.5,75.5,75.5,70.0,5.5,14.5,10.5,12.5,9.5,mid
Nolan Roux,74.71,64.14,78.14,75.71,74.71,74.71,70.71,68.71,65.71,59.71,73.71,69.86,74.14,72.29,75.29,68.0,74.71,73.0,70.57,70.86,73.71,48.71,41.71,76.71,69.0,75.14,21.43,38.71,18.57,10.71,12.71,5.71,6.71,11.71,for
Franck Tabanou,74.8,80.4,62.4,67.4,76.4,70.4,74.4,73.4,74.4,73.4,75.4,79.6,75.8,76.6,72.4,73.0,82.4,76.0,79.0,71.4,77.4,68.4,69.4,68.4,75.0,72.4,74.6,71.2,79.6,14.4,12.4,13.4,10.4,5.4,mid
Robert Beric,72.67,48.67,77.0,68.33,71.0,66.0,68.33,63.67,55.0,65.67,73.0,67.33,70.83,60.67,69.0,65.0,72.67,72.0,76.0,80.0,65.67,64.67,35.67,79.33,74.67,69.33,42.67,29.67,22.67,15.67,10.67,14.67,11.67,15.67,for
Kevin Theophile-Catherine,73.67,71.67,43.33,71.67,73.67,33.0,68.67,63.67,43.33,68.67,71.33,73.67,75.33,67.67,71.67,72.0,57.33,71.33,73.33,77.0,53.67,77.67,72.67,36.67,68.0,44.67,73.67,76.0,75.67,8.67,5.67,5.67,8.67,10.67,def
Romain Hamouma,78.33,79.83,77.5,61.33,77.17,74.17,81.17,77.0,71.33,75.5,79.33,83.67,82.83,83.33,75.33,77.33,77.17,60.0,73.33,65.33,76.17,57.33,38.67,75.0,74.67,71.0,41.67,45.67,40.67,13.67,10.67,13.67,6.67,12.67,for
Florentin Pogba,75.5,69.0,21.0,74.5,67.0,45.0,51.0,60.0,69.0,58.0,55.0,62.0,70.0,57.0,67.5,52.0,77.0,83.5,74.0,91.0,70.0,78.5,74.5,36.0,42.0,38.0,75.0,78.0,72.5,8.0,10.0,8.0,11.0,11.0,def
Kevin Malcuit,66.78,67.0,59.89,57.89,66.56,50.78,70.22,46.56,46.44,59.33,68.22,83.67,87.0,79.0,54.11,66.67,61.33,67.22,72.0,77.0,49.11,65.11,60.78,61.11,47.44,50.44,63.11,69.33,66.22,11.44,12.44,11.44,8.44,10.44,for
