name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Franck Signorino,71.33,68.33,33.33,52.33,71.33,47.33,64.33,67.33,45.33,63.33,71.33,69.0,66.33,58.0,73.33,70.0,65.33,63.0,70.0,61.33,44.33,83.33,72.33,39.33,59.33,41.33,76.33,73.0,74.33,6.33,5.33,10.33,10.33,10.33,mid
Mohamed Fofana,71.0,43.0,33.0,73.0,58.0,36.0,31.0,29.0,30.0,62.0,55.0,56.0,55.0,59.0,67.0,64.0,49.0,72.0,58.0,73.0,31.0,74.0,73.0,38.0,47.0,51.0,74.0,73.0,68.0,16.0,15.0,13.0,10.0,14.0,def
Jaba Kankava,65.0,51.0,28.0,64.0,69.0,38.0,53.0,57.0,51.0,58.0,66.0,63.0,58.0,65.0,47.0,72.0,40.0,67.0,73.0,64.0,22.0,73.0,66.0,47.0,58.0,33.0,66.0,70.0,61.0,13.0,8.0,8.0,16.0,15.0,mid
Kossi Agassa,75.25,18.5,21.5,21.5,18.5,21.5,20.0,19.5,22.0,18.0,23.5,32.0,34.0,36.0,76.5,41.0,19.0,64.0,32.0,72.0,20.5,42.5,26.5,18.5,24.25,18.5,19.0,18.5,18.0,76.25,75.0,65.25,71.75,78.75,gk
David Ngog,69.33,61.33,70.0,67.33,67.33,68.33,73.0,56.33,52.33,63.33,69.67,70.67,74.0,66.33,65.33,62.0,66.33,64.0,75.0,74.0,64.0,56.67,36.33,69.33,68.33,66.33,25.67,33.0,27.67,13.67,14.67,9.67,10.67,13.67,for
Mickael Tacalfred,72.25,62.25,20.25,71.25,71.5,39.25,51.25,52.25,49.25,70.5,64.25,61.0,65.25,58.75,60.25,72.0,64.25,76.5,67.75,72.75,52.25,75.25,72.25,30.25,43.25,46.25,74.5,76.25,72.75,13.25,5.25,12.25,15.25,8.25,def
Antoine Devaux,73.5,69.5,57.5,59.5,77.5,58.5,66.5,63.5,61.5,74.5,78.5,52.0,65.0,65.0,70.5,63.0,69.5,71.0,73.5,68.0,64.5,65.5,74.5,62.5,75.5,69.5,62.5,74.5,61.5,15.5,7.5,11.5,12.5,14.5,mid
Johan Carrasso,66.0,11.0,10.0,11.0,17.0,12.0,14.0,16.0,13.0,10.0,15.0,52.0,42.0,56.0,61.0,55.0,20.0,51.0,31.0,56.0,8.0,22.0,24.0,12.0,33.33,14.0,12.0,9.0,8.0,64.0,65.0,61.0,69.0,70.0,gk
Anthony Weber,73.25,31.25,27.25,78.5,74.25,24.25,23.25,52.25,36.25,75.75,64.25,31.5,42.5,37.5,72.25,52.0,27.25,58.0,67.75,81.0,23.25,68.25,78.25,35.25,56.25,41.25,75.0,75.25,67.75,8.25,7.25,9.25,15.25,14.25,def
Diego,72.0,73.67,69.67,56.67,72.67,62.67,74.67,75.67,77.67,70.67,74.67,73.0,76.0,79.33,63.67,76.0,71.67,54.0,62.67,61.33,70.67,54.67,45.67,64.67,73.67,67.67,21.0,17.67,19.0,8.67,11.67,14.67,7.67,7.67,for
