name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Arnold Mvuemba,73.12,71.0,63.38,66.5,80.25,59.75,73.25,75.25,72.25,73.75,75.75,72.88,74.0,71.62,73.25,75.5,74.25,72.75,76.75,67.25,69.75,74.75,69.25,60.25,73.25,60.0,67.25,69.88,67.75,6.25,7.25,5.25,11.25,5.25,mid
Steed Malbranque,71.1,63.2,54.4,48.4,80.2,63.2,73.4,71.4,66.6,76.7,78.4,42.2,39.2,77.0,67.2,85.0,53.8,60.8,58.3,60.6,61.4,75.8,64.8,64.4,79.0,65.4,51.4,61.2,53.4,5.4,7.4,6.4,14.4,11.4,mid
Rafael,79.0,80.0,70.0,51.0,80.0,61.0,80.0,79.0,79.0,85.0,83.0,81.0,78.0,79.0,76.0,79.0,68.0,52.0,65.0,48.0,74.0,45.0,28.0,72.0,80.0,73.0,39.0,49.0,51.0,16.0,9.0,16.0,8.0,13.0,def
Milan Bisevac,76.33,46.33,41.33,75.33,72.67,41.33,47.33,42.33,45.33,71.33,68.67,52.0,66.0,51.0,70.33,52.0,68.33,73.0,72.67,80.0,54.33,79.67,77.67,48.33,57.33,58.33,78.33,78.33,74.0,11.33,7.33,14.33,13.33,14.33,def
Mathieu Valbuena,80.67,80.0,70.33,58.0,81.33,72.0,80.0,82.0,76.67,75.0,83.0,90.0,82.0,91.0,78.0,93.0,75.0,43.33,77.67,35.0,76.0,52.0,39.0,76.0,79.67,65.0,23.33,26.0,34.0,14.0,12.0,8.0,6.0,8.0,for
Christophe Jallet,77.25,80.62,56.38,69.12,76.88,66.62,67.62,73.12,66.62,76.12,74.38,75.75,76.5,74.5,77.38,73.25,73.25,76.62,86.0,73.88,67.88,81.25,77.25,68.88,70.38,70.12,76.75,76.75,76.75,7.12,7.12,8.12,5.12,10.12,def
Jeremy Morel,74.2,71.2,57.6,71.8,69.6,62.6,61.6,69.6,63.6,71.6,72.6,71.6,72.8,69.6,75.2,76.8,74.6,78.6,78.0,69.5,68.6,81.4,77.2,70.5,54.6,71.6,72.8,77.2,74.8,11.6,7.6,10.6,10.6,10.6,def
Henri Bedimo,75.5,78.17,47.17,68.17,72.33,56.17,75.17,73.17,59.17,67.17,71.5,80.33,80.17,69.0,76.17,70.0,74.17,74.0,81.5,83.0,65.5,80.17,74.17,73.17,74.17,62.17,74.5,77.5,75.67,8.17,12.17,13.17,9.17,13.17,def
Claudio Beauvue,77.09,71.0,77.55,87.55,72.55,78.18,75.91,60.55,65.09,63.55,75.45,89.64,89.27,90.0,72.18,86.45,77.09,92.91,70.91,57.36,65.82,53.55,42.55,77.82,70.0,69.18,37.36,44.55,20.55,15.55,14.55,7.55,14.55,12.55,for
Bakary Kone,72.0,32.18,35.64,80.27,60.18,39.18,39.09,41.91,36.18,64.27,54.64,67.73,68.0,58.18,65.09,55.0,58.91,83.09,73.73,76.73,38.55,76.64,73.09,37.73,36.64,52.18,68.55,72.91,73.73,13.18,9.18,11.18,7.18,7.18,def
