name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Franck Signorino,71.33,68.33,33.33,52.33,71.33,47.33,67.33,45.33,63.33,69.0,66.33,58.0,70.0,65.33,63.0,70.0,61.33,44.33,83.33,72.33,39.33,59.33,41.33,76.33,73.0,74.33,mid
Jaba Kankava,65.0,51.0,28.0,64.0,69.0,38.0,57.0,51.0,58.0,63.0,58.0,65.0,72.0,40.0,67.0,73.0,64.0,22.0,73.0,66.0,47.0,58.0,33.0,66.0,70.0,61.0,mid
Antoine Devaux,73.5,69.5,57.5,59.5,77.5,58.5,63.5,61.5,74.5,52.0,65.0,65.0,63.0,69.5,71.0,73.5,68.0,64.5,65.5,74.5,62.5,75.5,69.5,62.5,74.5,61.5,mid
Prince Oniangue,73.5,45.5,70.5,79.5,75.5,59.5,61.75,64.5,71.5,62.0,65.5,66.0,54.0,78.5,81.5,82.5,81.0,76.5,69.5,75.5,64.5,74.5,51.5,67.5,75.5,68.5,mid
Odair Fortes,68.5,49.5,57.5,31.5,57.5,54.5,50.5,36.5,51.5,89.5,91.0,90.0,71.0,61.5,65.0,66.5,57.5,52.5,49.5,45.5,68.5,49.5,47.5,23.5,29.5,20.5,mid
Atila Turan,67.67,70.33,41.33,47.33,65.33,39.33,59.33,49.33,56.33,76.33,77.33,65.33,72.0,56.33,58.0,70.33,74.67,46.33,64.33,67.33,56.33,57.33,70.33,69.33,73.0,65.33,mid
Frederic Bulot,71.33,71.33,65.33,55.33,70.33,59.33,71.33,70.33,64.33,75.67,75.67,74.0,75.0,72.33,37.33,71.33,64.0,69.33,49.33,39.33,72.33,60.33,60.33,31.33,22.33,22.33,mid
Hugo Rodriguez,62.33,55.67,33.67,52.67,65.67,37.67,44.67,58.67,58.67,72.0,66.0,76.33,77.0,54.0,61.0,76.0,33.0,48.67,53.33,59.67,56.67,64.67,58.67,39.67,59.67,43.67,mid
Alexi Peuget,64.5,40.0,40.5,69.5,66.5,40.0,56.5,63.0,61.0,55.0,58.0,65.0,54.0,66.5,70.0,76.0,73.0,70.0,66.0,60.0,38.0,65.0,47.5,64.0,66.0,58.0,mid
Hamari Traore,66.5,65.0,21.5,55.5,63.5,29.0,27.0,33.5,48.0,81.5,76.0,74.5,82.5,28.5,64.0,75.0,57.5,32.5,55.5,58.5,42.5,53.5,46.5,69.0,69.5,71.0,mid
Aly Ndom,61.0,39.0,67.0,64.0,52.0,46.0,44.0,44.0,34.0,58.0,62.0,56.0,52.0,59.0,66.0,55.0,81.0,60.0,32.0,17.0,59.0,54.0,66.0,22.0,19.0,16.0,mid
