name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Gregory Bourillon,69.0,65.33,31.33,72.0,71.33,43.33,45.33,52.33,51.33,66.33,67.33,47.0,57.0,39.33,56.33,52.0,65.33,63.0,68.33,69.0,67.33,70.33,72.33,26.33,71.33,63.33,69.67,74.0,70.67,8.33,9.33,12.33,7.33,9.33,mid
Ludovic Butelle,70.5,14.5,14.5,16.0,30.75,15.25,14.5,13.75,17.5,22.75,23.5,49.0,53.0,40.0,71.75,28.0,24.5,79.0,31.0,77.0,15.25,39.75,24.75,17.5,30.75,21.75,14.5,14.5,14.5,71.25,74.75,60.25,66.0,71.5,gk
Thomas Mangani,69.5,67.5,52.7,62.1,73.9,36.9,61.7,58.7,73.4,71.9,72.1,68.5,67.7,66.2,68.9,61.0,69.9,64.6,74.0,73.5,57.9,71.1,72.9,58.5,68.9,59.9,59.9,68.5,63.7,12.5,11.5,8.5,12.5,14.5,mid
Olivier Auriac,65.0,53.33,43.33,54.33,71.33,44.33,61.33,56.33,45.33,62.33,67.33,60.33,66.0,79.0,65.33,82.67,56.33,71.0,90.0,64.0,65.33,69.33,59.33,57.33,73.33,54.33,53.33,56.33,50.33,7.33,10.33,5.33,15.33,14.33,mid
Ismael Traore,67.0,43.0,16.0,61.0,50.0,19.0,20.0,48.0,58.0,53.0,60.0,54.0,55.0,53.0,62.0,56.0,45.0,70.0,69.0,83.0,45.0,73.0,60.0,18.0,51.0,49.0,70.0,71.0,65.0,6.0,10.0,16.0,6.0,15.0,def
Denis Petric,70.67,15.67,16.33,15.67,20.33,19.0,17.67,15.0,16.33,17.0,20.67,47.0,46.0,34.0,68.33,41.0,24.67,57.0,30.0,57.0,17.67,21.0,17.0,16.33,20.67,21.67,16.33,17.0,16.33,70.33,66.67,55.33,75.67,73.33,gk
Romain Thomas,71.0,49.2,23.8,75.0,50.0,23.6,27.2,38.2,33.2,59.2,53.4,58.2,66.0,59.2,66.2,50.0,59.2,65.2,68.6,82.4,23.2,71.2,80.2,27.2,36.2,51.2,71.2,74.8,66.8,12.2,6.2,10.2,13.2,9.2,def
Charles Diers,64.67,64.33,52.33,50.33,64.33,44.33,68.33,45.33,59.33,54.33,64.33,58.67,66.33,71.33,67.33,61.0,55.33,69.0,56.33,74.33,53.33,45.33,31.33,65.33,73.33,60.33,36.33,36.33,32.33,10.33,11.33,11.33,5.33,6.33,for
Arnold Bouka Moutou,65.75,67.5,21.5,48.5,67.25,21.0,61.5,44.5,52.5,55.75,69.5,74.0,67.5,67.0,65.5,84.5,20.5,80.0,73.5,61.5,21.5,67.5,56.5,55.5,48.5,50.5,70.75,63.0,68.5,15.5,5.5,15.5,8.5,12.5,for
Vincent Manceau,64.33,63.33,29.67,56.0,63.67,24.67,56.67,41.67,38.67,60.33,66.0,53.33,49.67,63.67,60.67,79.0,45.67,86.0,84.67,69.33,39.67,69.67,56.33,42.67,58.33,53.67,67.0,69.33,66.0,15.67,9.67,9.67,10.67,15.67,def
Yoann Andreu,64.2,59.2,21.0,59.4,61.4,24.4,45.6,42.4,28.4,52.4,61.4,59.8,66.2,65.0,68.4,75.0,33.4,66.0,71.4,56.6,27.4,70.4,47.2,52.4,42.4,24.4,69.6,72.2,66.2,12.4,11.4,6.4,10.4,9.4,def
