name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Diego Costa,85.43,63.0,90.0,82.29,65.29,81.0,82.0,58.0,59.0,48.86,82.0,77.86,83.29,63.86,85.0,57.71,82.71,60.43,85.0,91.0,69.0,89.86,40.0,89.0,74.0,76.0,28.0,39.0,34.0,11.0,13.0,12.0,8.0,11.0,for
Radamel Falcao,85.62,55.0,87.12,92.0,69.0,88.25,77.25,83.0,71.0,53.0,83.0,76.88,71.62,85.0,87.75,75.0,79.0,92.0,71.0,73.38,77.0,70.0,41.0,88.38,68.0,86.25,22.75,42.0,23.5,10.0,13.0,6.0,9.0,5.0,for
Gary Cahill,82.33,28.0,56.0,86.0,65.0,47.0,58.0,48.0,27.0,61.0,64.0,69.0,77.33,67.0,84.0,51.0,63.0,81.67,68.0,79.0,66.0,78.0,84.67,45.0,56.0,53.0,83.33,86.33,87.33,5.0,12.0,9.0,5.0,12.0,def
Cesc Fabregas,85.67,84.0,78.0,74.0,92.33,81.0,81.0,77.0,81.0,91.33,87.0,66.33,66.0,65.0,83.0,77.0,77.0,68.0,82.33,64.0,78.0,45.0,61.0,83.83,93.0,82.0,62.0,65.67,62.0,6.0,10.0,8.0,15.0,15.0,mid
John Terry,83.4,42.0,46.0,90.0,63.6,55.0,45.0,44.0,31.0,64.0,61.4,33.8,42.6,44.0,85.0,46.0,61.0,75.6,67.0,84.4,33.0,88.0,83.6,38.0,59.0,52.0,84.6,85.4,83.4,14.0,5.0,6.0,15.0,8.0,def
Branislav Ivanovic,80.33,71.67,56.67,86.67,67.33,47.67,57.67,69.67,47.67,55.67,65.67,63.67,67.0,55.0,84.67,47.0,72.67,83.0,78.0,85.0,61.67,88.33,85.0,60.67,56.67,57.67,86.67,88.0,86.67,14.67,8.67,12.67,10.67,12.67,def
John Obi Mikel,77.5,64.5,44.5,73.5,77.5,61.5,68.5,68.5,58.5,70.5,73.5,55.5,63.5,53.0,67.5,47.0,70.5,75.0,90.0,88.0,59.5,88.5,81.0,43.5,58.0,44.5,81.0,75.0,76.5,13.5,8.5,15.5,13.5,13.5,mid
Loic Remy,80.33,61.0,83.0,81.0,77.0,71.0,73.0,66.0,51.0,60.0,76.0,89.0,90.33,77.0,77.0,65.0,78.0,89.33,75.0,72.0,77.0,57.0,48.0,81.0,71.0,78.0,23.0,24.0,21.0,9.0,10.0,15.0,14.0,12.0,for
Asmir Begovic,81.75,19.5,18.5,18.5,26.0,18.5,20.5,21.0,20.0,25.25,24.0,52.0,58.0,53.0,78.75,41.0,28.0,38.0,36.0,81.0,18.5,42.0,21.0,18.0,28.0,40.0,19.0,18.0,18.5,83.0,80.0,74.0,79.75,84.0,gk
Cesar Azpilicueta,81.67,78.0,46.0,68.67,79.67,54.0,70.0,66.0,58.0,74.0,76.67,79.0,81.33,75.0,86.0,73.0,68.0,74.0,85.67,72.0,60.0,76.0,81.0,64.0,68.0,66.0,85.0,86.33,84.67,13.0,9.0,10.0,6.0,5.0,def
Ramires,80.0,76.0,67.0,75.0,83.0,69.0,82.0,69.0,50.0,74.0,82.0,86.0,89.0,78.0,84.0,75.0,75.0,81.0,94.0,59.0,66.0,79.0,77.0,73.0,76.0,67.0,76.0,82.0,78.0,12.0,6.0,9.0,12.0,9.0,mid
Willian,82.0,74.0,75.0,29.0,82.0,59.0,86.33,77.0,73.0,77.0,85.33,92.0,86.0,87.0,81.0,82.0,71.0,46.0,86.0,61.0,80.0,44.0,55.0,77.0,80.0,58.5,43.0,62.0,51.0,14.0,12.0,13.0,7.0,13.0,mid
Eden Hazard,88.4,78.8,83.0,57.0,85.4,79.0,93.4,82.0,79.0,82.0,89.6,93.0,87.0,92.0,86.0,90.0,79.0,59.0,74.0,63.0,82.0,54.0,41.0,84.8,86.0,86.0,25.0,27.0,22.0,11.0,12.0,6.0,8.0,8.0,for
Nemanja Matic,83.8,68.0,64.0,77.0,84.0,74.0,74.4,68.0,67.0,81.0,79.0,66.0,68.0,54.6,84.0,53.0,78.0,70.8,90.0,89.6,75.0,83.0,87.6,70.0,77.0,69.0,78.0,85.0,78.0,7.0,15.0,12.0,14.0,9.0,mid
Oscar,84.0,70.0,75.0,54.0,85.0,63.0,84.0,77.0,77.0,82.0,85.0,82.0,78.0,86.0,81.0,80.0,76.0,66.0,76.0,34.75,77.0,31.0,34.0,81.0,85.0,68.0,37.0,50.0,47.0,12.0,10.0,15.0,12.0,12.0,mid
Pedro Rodriguez,83.0,78.0,80.0,55.0,83.0,70.0,84.0,81.0,57.0,74.0,85.0,86.0,79.0,84.0,85.0,82.0,71.0,67.0,78.0,55.0,73.0,56.0,49.0,84.0,74.0,66.0,30.0,32.0,31.0,5.0,11.0,12.0,15.0,9.0,mid
Thibaut Courtois,86.0,14.0,14.0,13.0,32.0,12.0,13.0,19.0,11.0,31.0,23.0,46.0,52.0,61.0,81.0,45.0,36.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,27.0,11.0,18.0,16.0,84.0,87.0,69.0,86.0,88.0,gk
Kurt Zouma,76.4,53.6,46.6,76.6,61.6,46.6,47.6,58.6,59.6,55.6,66.6,69.8,78.2,48.0,74.6,52.0,55.6,84.0,72.0,85.0,48.6,75.2,74.4,52.6,56.6,60.6,75.8,78.0,75.2,13.6,13.6,6.6,8.6,14.6,def
Bertrand Traore,73.5,67.88,73.75,53.12,72.38,73.38,75.75,73.5,64.38,68.38,79.12,86.88,83.62,82.0,72.75,74.0,76.12,68.0,73.0,70.38,74.0,64.5,36.5,67.62,72.88,63.5,29.38,25.38,22.38,10.38,6.38,6.38,12.38,11.38,for
Abdul Rahman Baba,73.27,79.09,48.91,63.91,70.0,40.09,77.55,63.18,22.09,62.36,75.18,82.27,85.82,75.73,71.45,72.91,58.09,65.55,77.18,71.45,46.09,72.09,67.64,59.55,57.73,41.09,68.91,76.18,74.91,11.09,10.09,5.09,10.09,9.09,def
Kenedy,69.67,37.0,64.0,66.0,68.0,55.0,78.0,60.0,54.0,62.0,77.0,86.0,79.67,85.0,66.0,62.0,75.0,69.0,75.0,70.0,66.0,34.0,20.0,68.0,65.0,67.0,17.0,14.0,18.0,11.0,15.0,11.0,15.0,12.0,mid
Ruben Loftus-Cheek,60.17,35.5,43.83,49.5,70.5,30.5,53.33,30.5,30.5,63.0,62.33,70.0,71.5,58.0,54.5,71.0,50.5,60.0,67.83,64.33,40.67,51.5,55.5,59.0,60.0,44.5,53.5,56.0,52.5,10.5,6.5,11.5,14.5,12.5,mid
