name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Marcin Wasilewski,72.0,67.0,47.0,78.0,58.0,37.0,37.0,54.0,67.0,54.0,48.0,32.0,53.0,33.0,61.0,34.0,79.0,60.0,62.0,87.0,54.0,88.0,75.0,49.0,43.0,72.0,69.0,71.0,73.0,6.0,16.0,14.0,7.0,6.0,def
Shinji Okazaki,77.33,66.33,79.33,78.44,73.0,74.0,77.78,52.44,49.44,58.44,76.22,79.78,74.56,84.44,82.78,79.22,76.44,90.0,84.0,64.33,67.44,73.44,44.44,80.89,63.44,70.0,32.0,43.0,32.44,9.44,5.44,13.44,5.44,5.44,for
Wes Morgan,72.0,21.0,22.0,72.5,55.5,22.5,55.5,19.5,21.5,43.5,61.5,48.0,55.5,31.0,66.5,52.0,51.5,74.0,73.0,91.0,34.5,71.5,70.5,38.5,50.5,21.0,73.5,73.5,68.5,13.5,9.5,5.5,6.5,7.5,def
Gokhan Inler,79.33,70.0,56.0,68.0,81.33,78.0,73.0,64.0,68.0,83.33,78.33,61.33,59.33,64.0,72.67,59.0,89.0,75.0,75.0,74.67,86.0,80.0,80.0,68.0,77.0,74.0,70.0,80.0,78.0,11.0,14.0,6.0,10.0,5.0,mid
Jose Leonardo Ulloa,73.0,51.0,74.0,83.0,66.0,72.0,68.0,54.0,56.0,63.0,70.0,62.0,61.0,56.0,75.0,57.0,76.0,73.0,68.0,87.0,62.0,74.0,33.0,77.0,59.0,67.0,27.0,48.0,45.0,13.0,8.0,8.0,16.0,11.0,for
Kasper Schmeichel,76.0,18.0,12.0,16.0,21.0,15.0,12.0,13.0,15.0,18.0,24.0,40.0,50.0,62.0,70.0,47.0,36.0,60.0,35.0,56.0,14.0,33.0,20.0,14.0,56.0,26.0,14.0,14.0,13.0,79.0,71.25,85.0,72.25,81.0,gk
Robert Huth,75.6,30.2,45.2,82.2,60.2,55.2,30.2,29.2,60.2,67.2,52.2,44.8,53.0,26.0,70.2,42.0,74.2,51.0,76.0,93.0,53.2,86.2,74.4,33.2,31.2,53.2,75.6,78.6,74.6,8.2,15.2,9.2,14.2,8.2,def
Christian Fuchs,72.43,87.14,54.29,75.14,76.14,59.86,65.14,85.14,83.71,71.14,73.14,66.86,68.86,66.0,69.43,60.0,82.14,76.0,78.0,76.43,78.14,77.14,72.43,72.43,69.14,67.14,63.29,72.0,68.43,13.14,11.14,14.14,15.14,12.14,def
Danny Simpson,71.0,68.0,27.0,70.0,62.0,50.0,64.0,44.0,32.0,57.0,63.0,76.0,71.0,63.0,73.0,81.0,37.0,78.0,79.0,71.0,54.0,77.0,65.0,58.0,63.0,54.0,70.0,75.0,74.0,10.0,15.0,13.0,9.0,11.0,def
Ritchie De Laet,72.0,68.0,38.0,68.0,63.0,24.0,68.0,28.0,33.0,60.0,67.0,86.67,86.0,64.0,69.0,57.0,61.0,74.0,76.0,73.0,42.0,75.0,66.0,58.0,54.0,40.0,64.0,77.0,74.0,13.0,14.0,14.0,12.0,13.0,def
Andy King,70.0,61.0,71.0,71.0,73.0,69.0,69.0,63.0,59.0,70.0,71.0,69.0,65.0,69.0,71.0,60.0,73.0,71.0,73.0,71.0,74.0,51.0,54.0,72.0,70.0,63.0,57.0,64.0,60.0,8.0,6.0,7.0,10.0,6.0,mid
Marc Albrighton,71.0,81.75,67.75,36.75,65.75,73.75,78.75,79.75,60.75,59.75,73.75,77.0,77.5,76.25,59.75,75.0,69.75,60.0,72.0,41.5,67.75,69.75,39.75,58.75,67.75,59.75,24.5,33.75,26.25,14.75,8.75,7.75,14.75,13.75,for
Danny Drinkwater,72.0,56.0,61.0,56.0,76.0,55.0,69.0,66.0,43.0,74.0,73.0,68.0,68.0,66.0,70.0,74.0,75.0,56.0,79.0,66.0,69.0,68.0,68.0,68.0,72.0,52.0,58.0,66.0,62.0,12.0,6.0,8.0,9.0,12.0,mid
Jeffrey Schlupp,67.4,61.6,55.6,61.6,63.6,62.4,73.6,61.6,33.6,52.6,68.6,86.4,86.0,80.2,68.6,79.2,71.2,75.4,72.0,78.0,52.6,62.8,63.0,62.6,60.6,67.6,63.6,66.6,60.6,8.6,6.6,7.6,9.6,8.6,mid
Riyad Mahrez,73.0,67.67,66.33,44.67,71.67,59.33,81.67,70.0,62.67,57.33,76.17,81.17,81.0,87.0,64.67,79.67,73.67,57.67,74.0,56.67,67.33,36.67,33.67,70.0,72.33,63.67,23.67,26.67,20.67,14.67,8.67,12.67,10.67,5.67,mid
Jamie Vardy,72.67,60.78,74.22,59.56,64.67,65.56,72.89,51.89,47.89,47.89,70.0,89.22,91.78,75.56,75.67,78.33,74.56,61.89,89.44,67.89,67.89,86.44,50.22,73.44,66.56,69.11,37.89,41.89,37.22,14.89,13.89,6.89,14.89,10.89,for
N'Golo Kante,73.8,65.2,65.2,49.0,77.2,54.8,70.2,47.2,47.2,74.8,75.2,75.6,74.6,70.0,74.2,77.0,68.6,68.2,82.8,64.0,62.2,57.2,73.8,66.2,73.6,51.8,58.4,74.6,66.4,14.4,11.4,9.4,6.4,9.4,mid
Daniel Amartey,69.6,53.4,53.8,68.6,71.5,60.5,68.1,43.4,31.4,68.9,67.5,76.0,82.7,67.4,75.9,69.8,78.6,86.4,86.3,86.8,66.4,78.9,70.3,49.2,57.8,46.6,68.2,73.5,70.7,12.4,12.4,12.4,7.4,14.4,def
