name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Cheik Tiote,78.0,64.0,47.0,64.0,76.0,68.0,44.0,42.0,67.0,67.67,70.0,72.0,71.0,74.0,75.0,91.0,86.0,63.0,92.0,81.0,53.0,63.0,52.0,79.0,82.0,80.0,mid
Gabriel Obertan,69.0,66.0,61.0,45.0,66.0,60.0,53.0,39.0,58.0,87.5,79.5,79.0,63.0,67.0,73.0,67.0,67.0,54.0,60.0,35.0,68.0,64.0,67.0,37.0,32.0,22.0,mid
Moussa Sissoko,77.75,75.75,71.75,69.75,79.75,66.75,74.75,73.75,74.75,79.5,82.0,76.0,63.0,84.75,77.0,92.0,86.0,70.75,76.75,75.75,75.75,67.75,67.75,68.75,73.75,71.75,mid
Siem de Jong,76.5,63.75,77.75,83.75,76.75,81.75,65.75,68.75,77.75,70.0,65.5,67.0,62.0,81.75,82.0,86.0,74.0,79.75,65.75,59.75,82.75,75.75,73.75,46.75,59.75,54.75,mid
Georginio Wijnaldum,80.0,65.0,76.0,72.0,79.0,73.0,76.0,71.0,66.0,79.0,85.0,82.0,80.0,77.0,82.0,86.0,64.0,69.0,61.0,65.0,78.0,76.0,74.0,52.0,55.0,42.0,mid
Vurnon Anita,73.0,55.0,53.0,51.0,74.0,43.0,53.0,60.0,71.0,79.0,74.0,82.0,89.0,61.0,71.0,84.0,63.0,53.0,81.0,72.0,62.0,67.0,45.0,64.0,76.0,73.0,mid
Jonjo Shelvey,76.25,71.75,69.75,68.75,83.75,55.75,65.75,72.75,83.25,65.25,67.25,62.0,67.0,84.75,65.0,79.0,76.0,80.75,81.75,57.75,70.75,78.75,70.75,53.25,68.0,58.25,mid
Jack Colback,75.0,60.67,53.67,55.67,79.0,46.67,59.67,58.67,73.67,71.0,65.67,69.0,76.67,70.67,69.67,86.0,64.0,63.67,83.67,79.33,52.67,60.67,58.67,68.67,73.67,76.67,mid
Andros Townsend,74.25,74.25,65.25,53.25,72.25,58.25,67.25,67.25,58.25,88.75,89.0,78.75,71.0,81.25,48.0,70.0,66.0,77.25,43.75,20.25,69.25,69.75,80.25,35.25,28.25,26.25,mid
Florian Thauvin,76.75,74.25,73.0,65.25,76.5,63.25,73.25,53.25,74.25,84.75,80.25,82.0,70.0,75.25,59.0,67.0,63.5,73.25,55.25,27.25,73.25,75.25,56.25,28.25,28.25,30.25,mid
