name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Lee Cattermole,75.5,60.25,48.25,66.25,72.75,60.25,56.25,57.25,73.5,69.0,68.75,64.0,71.0,76.25,63.0,79.0,78.0,61.25,90.25,76.25,46.25,65.0,63.25,74.25,81.25,79.25,mid
Sebastian Larsson,72.4,87.6,71.2,65.2,74.4,73.2,85.2,82.4,73.2,51.0,65.2,69.8,75.0,80.2,69.2,78.4,67.0,78.2,81.2,58.2,69.2,77.2,77.2,63.2,60.2,59.2,mid
Daniel Graham,70.0,62.25,74.25,65.25,67.25,59.25,56.25,32.25,63.25,50.25,56.5,63.0,55.0,73.25,60.0,83.0,75.0,68.25,63.25,21.25,76.25,59.25,72.25,32.25,38.25,36.25,mid
Ola Toivonen,75.25,66.5,75.0,78.0,75.5,76.0,73.5,74.5,68.5,59.25,62.5,67.5,56.0,79.5,54.0,70.5,79.0,77.5,62.5,41.5,79.5,73.5,70.5,35.5,36.5,38.5,mid
Jeremain Lens,78.33,79.0,75.67,62.67,78.0,86.67,70.67,64.67,57.33,81.33,86.0,75.0,81.0,79.67,73.0,73.0,76.0,74.67,52.67,22.67,68.67,75.33,66.67,21.67,38.67,31.67,mid
Jack Rodwell,75.5,68.0,69.0,79.0,78.0,66.0,66.0,47.0,75.5,67.5,71.0,75.0,62.0,79.0,78.0,79.5,76.0,77.0,73.0,75.5,73.0,77.0,57.0,72.5,73.0,71.0,mid
Yann M'Vila,78.0,62.0,56.0,61.0,82.0,56.0,70.0,67.0,81.0,79.5,72.0,73.0,62.0,68.0,71.0,81.0,75.0,67.0,83.0,81.0,41.0,72.0,68.0,73.0,75.0,72.0,mid
Jordi Gomez,69.67,72.33,67.33,45.33,76.33,64.33,67.33,75.33,75.33,61.33,53.67,71.0,74.0,75.33,64.0,66.0,62.0,74.33,53.33,47.33,67.33,75.33,81.33,37.33,59.33,44.67,mid
Jan Kirchhoff,74.0,59.0,32.25,83.25,75.25,35.25,46.25,22.25,73.75,67.0,74.0,49.0,41.5,55.5,53.0,66.0,78.0,44.0,72.25,77.25,41.5,67.0,43.75,76.5,77.5,67.5,mid
Patrick van Aanholt,72.88,59.25,56.25,63.62,72.62,52.62,37.62,34.62,75.62,89.38,88.75,79.25,78.0,69.62,86.0,85.0,65.0,63.62,71.12,66.62,72.88,63.62,42.62,68.38,73.88,73.5,mid
DeAndre Yedlin,67.75,66.25,39.25,60.25,67.25,59.25,69.25,27.25,52.25,93.75,93.0,86.0,81.0,72.25,87.5,88.0,67.0,50.25,74.25,56.25,66.25,60.25,37.25,57.0,66.75,66.0,mid
